orig_idx,true_label,pred_label,conf,defect_ratio,edge_bias,cluster_score,isolated_ratio,mean_neighbors,random_like,blob_like,cluster_like,severity
439565,[['Near-full']],[['Near-full']],0.9999961853027344,0.961703431372549,0.03859215807347949,1.0,0.0,7.545715195922268,0,1,1,98.81932425868686
698517,[['Near-full']],[['Near-full']],0.9999957084655762,0.9731113956466069,0.0,1.0,0.0,7.654605263157895,0,1,1,98.80223796474516
721584,[['Near-full']],[['Near-full']],0.9999945163726807,0.9448360404535703,0.055231666155262316,1.0,0.0,7.708076548816088,0,1,1,98.78669640091708
754941,[['Near-full']],[['Near-full']],0.9999970197677612,0.9438417358008935,0.056194125159642394,1.0,0.0,7.614604462474645,0,1,1,98.78471576054793
754940,[['Near-full']],[['Near-full']],0.9999972581863403,0.9310784939374601,0.06896551724137934,1.0,0.0,7.526387936943112,0,1,1,98.75965497259229
722305,[['Near-full']],[['Near-full']],0.9999791383743286,0.9304321176831137,0.06965326787358084,1.0,0.0,7.619894598155468,0,1,1,98.75845118355768
785759,[['Near-full']],[['Near-full']],0.9999972581863403,0.9551820728291317,0.0,1.0,0.0,7.696969696969697,0,1,1,98.7405713211921
694592,[['Near-full']],[['Near-full']],0.999992847442627,0.9544468546637744,0.0,1.0,0.0,7.7668831168831165,0,1,1,98.73798043031134
763059,[['Near-full']],[['Near-full']],0.9999959468841553,0.9534368070953437,0.0,1.0,0.0,7.567441860465117,0,1,1,98.73440308097643
929,[['Near-full']],[['Near-full']],0.9999967813491821,0.9138090824837812,0.08621755253399255,1.0,0.0,7.4631507775524,0,1,1,98.7248789477152
802580,[['Near-full']],[['Near-full']],0.9999936819076538,0.9506374632232756,0.0,1.0,0.0,7.612792297111417,0,1,1,98.72444645862947
802395,[['Near-full']],[['Near-full']],0.9999947547912598,0.9499836547891468,0.0,1.0,0.0,7.6015141087405365,0,1,1,98.7221081136438
3143,[['Near-full']],[['Near-full']],0.9999979734420776,0.9119555143651529,0.08807169344870214,1.0,0.0,7.447831978319783,0,1,1,98.72109135598322
641621,[['Near-full']],[['Near-full']],0.9999979734420776,0.9119555143651529,0.08807169344870214,1.0,0.0,7.447831978319783,0,1,1,98.72109135598322
698585,[['Near-full']],[['Near-full']],0.9999953508377075,0.9494238156209988,0.0,1.0,0.0,7.579231287929872,0,1,1,98.72010277348929
693947,[['Near-full']],[['Near-full']],0.9999953508377075,0.9485590331577316,0.0,1.0,0.0,7.770663181966677,0,1,1,98.71699988686106
785955,[['Near-full']],[['Near-full']],0.9999972581863403,0.9470899470899471,0.0,1.0,0.0,7.747617482747289,0,1,1,98.71170950649815
641664,[['Near-full']],[['Near-full']],0.9999960660934448,0.907321594068582,0.09270704573547595,1.0,0.0,7.40347293156282,0,1,1,98.71157812005939
3541,[['Near-full']],[['Near-full']],0.9999960660934448,0.907321594068582,0.09270704573547595,1.0,0.0,7.40347293156282,0,1,1,98.71157812005939
808161,[['Near-full']],[['Near-full']],0.9999966621398926,0.9420334779913205,0.0,1.0,0.0,7.472852912142152,0,1,1,98.69334063471794
728522,[['Near-full']],[['Near-full']],0.9999974966049194,0.9416745061147695,0.0,1.0,0.0,7.488511488511488,0,1,1,98.69202575019123
728843,[['Near-full']],[['Near-full']],0.9999974966049194,0.9410473502665412,0.0,1.0,0.0,7.501499500166611,0,1,1,98.6897268819736
804485,[['Near-full']],[['Near-full']],0.9999967813491821,0.9403684046206682,0.0,1.0,0.0,7.47941567065073,0,1,1,98.68723437215155
250273,[['Near-full']],[['Near-full']],0.9999970197677612,0.9392624728850325,0.0,1.0,0.0,7.445727482678984,0,1,1,98.68316269876313
728558,[['Near-full']],[['Near-full']],0.9999963045120239,0.9366572593289433,0.0,1.0,0.0,7.470371610311349,0,1,1,98.67352253852786
639600,[['Random']],[['Near-full']],0.6225699186325073,0.6957059005251777,0.30438813349814586,1.0,0.0,6.584369449378331,0,1,1,98.66359410950285
728696,[['Near-full']],[['Near-full']],0.9999970197677612,0.9322671683913453,0.0,1.0,0.0,7.451732256979482,0,1,1,98.6571157444681
728908,[['Near-full']],[['Near-full']],0.9999974966049194,0.9310128566948886,0.0,1.0,0.0,7.450993600538902,0,1,1,98.65239063148448
809157,[['Near-full']],[['Near-full']],0.9999923706054688,0.9299442033477991,0.0,1.0,0.0,7.539333333333333,0,1,1,98.64835777908614
645432,[['Random']],[['Random']],0.5664860606193542,0.6592523941921532,0.34085290482076636,1.0,0.0,6.444236176194939,0,1,1,98.64550479164687
728823,[['Near-full']],[['Near-full']],0.9999973773956299,0.9278770774537473,0.0,1.0,0.0,7.461304494761744,0,1,1,98.64050640874441
676749,[['Near-full']],[['Near-full']],0.9999809265136719,0.9263704184236133,0.0,1.0,0.0,7.647058823529412,0,1,1,98.63477704047062
803446,[['Near-full']],[['Near-full']],0.9999908208847046,0.9244851258581236,0.0,1.0,0.0,7.5685997171145685,0,1,1,98.62754035654551
754944,[['Near-full']],[['Near-full']],0.9999946355819702,0.8663050414805361,0.1337803320561941,1.0,0.0,7.36353591160221,0,1,1,98.62428254589373
698787,[['Near-full']],[['Near-full']],0.999994158744812,0.9228553137003841,0.0,1.0,0.0,7.477627471383975,0,1,1,98.62125917825678
728961,[['Near-full']],[['Near-full']],0.9999983310699463,0.918469739730323,0.0,1.0,0.0,7.408671901672926,0,1,1,98.60421974764118
251713,[['Near-full']],[['Near-full']],0.999990701675415,0.9166408428881314,0.0,1.0,0.0,7.626774847870182,0,1,1,98.59706231128801
248075,[['Random']],[['Near-full']],0.5373830199241638,0.622876213592233,0.3774673549954449,0.9985387238188017,0.0014612761811982464,5.9249878226984904,0,1,1,98.59469509686902
745371,[['Near-full']],[['Near-full']],0.9999579191207886,0.8490746649649011,0.15102171136653897,1.0,0.0,7.413754227733935,0,1,1,98.5858885182935
728366,[['Near-full']],[['Near-full']],0.999983549118042,0.9118833385044989,0.0,1.0,0.0,7.490302824089826,0,1,1,98.57825686665893
347706,[['Edge-Loc']],[['Edge-Loc']],0.5004910826683044,0.5880663688576898,0.4121966794380587,1.0,0.0,7.106890938686924,0,1,1,98.56043468419206
763147,[['Near-full']],[['Near-full']],0.9999954700469971,0.9068736141906873,0.0,0.9996507160321342,0.00034928396786587494,7.411805798113867,0,1,1,98.55740385583942
728673,[['Near-full']],[['Near-full']],0.9999978542327881,0.905299466917529,0.0,1.0,0.0,7.330100450294423,0,1,1,98.5517876091005
697603,[['Near-full']],[['Near-full']],0.9999891519546509,0.9039692701664532,0.0,1.0,0.0,7.406515580736544,0,1,1,98.54639373063014
711187,[['Near-full']],[['Near-full']],0.9999897480010986,0.9026888604353394,0.0,1.0,0.0,7.376595744680851,0,1,1,98.54117228951334
810979,[['Near-full']],[['Near-full']],0.9999954700469971,0.8997143763884481,0.0,1.0,0.0,7.352380952380952,0,1,1,98.52896489193199
728725,[['Near-full']],[['Near-full']],0.9999974966049194,0.8971464408905613,0.0,1.0,0.0,7.338692764767564,0,1,1,98.5183473076352
749438,[['Near-full']],[['Near-full']],0.9997674822807312,0.8190810465858328,0.18103448275862066,1.0,0.0,7.296455005843397,0,1,1,98.51663098531877
728933,[['Near-full']],[['Near-full']],0.999996542930603,0.8952649733458764,0.0,1.0,0.0,7.323292469352014,0,1,1,98.51052233966192
699669,[['Near-full']],[['Near-full']],0.9999778270721436,0.8927656850192062,0.0,1.0,0.0,7.446396557906059,0,1,1,98.50008486537341
247675,[['Near-full']],[['Near-full']],0.9994181394577026,0.8087649402390438,0.19146977600490944,1.0,0.0,7.446002273588481,0,1,1,98.49258067312114
735863,[['Near-full']],[['Near-full']],0.9999970197677612,0.8886798369394795,0.0,1.0,0.0,7.266760762173607,0,1,1,98.48280344777368
728751,[['Near-full']],[['Near-full']],0.9999978542327881,0.8883662590153654,0.0,1.0,0.0,7.253794564066361,0,1,1,98.4814697228921
728653,[['Near-full']],[['Near-full']],0.9999971389770508,0.8880526810912511,0.0,1.0,0.0,7.262005649717514,0,1,1,98.48013670986255
728764,[['Near-full']],[['Near-full']],0.9999958276748657,0.8842897460018815,0.0,1.0,0.0,7.229787234042553,0,1,1,98.46404005129646
736049,[['Near-full']],[['Near-full']],0.9999861717224121,0.8824082784571966,0.0,1.0,0.0,7.622601279317697,0,1,1,98.45593902301935
698366,[['Near-full']],[['Near-full']],0.9999767541885376,0.8786811779769527,0.0,1.0,0.0,7.34207650273224,0,1,1,98.43975276761356
752019,[['Near-full']],[['Near-full']],0.9999549388885498,0.8752894475686405,-0.37553790135716647,1.0,0.0,7.405895691609977,0,1,1,98.4248922479984
983,[['Random']],[['Random']],0.5990099906921387,0.5801668211306765,0.41996291718170586,1.0,0.0,6.784877529286475,0,1,1,98.422319739307
698766,[['Near-full']],[['Near-full']],0.9999619722366333,0.8745198463508322,0.0,1.0,0.0,7.424597364568082,0,1,1,98.4214855330141
728614,[['Near-full']],[['Near-full']],0.9999983310699463,0.8730009407337723,0.0,1.0,0.0,7.222701149425287,0,1,1,98.4147118058081
763098,[['Near-full']],[['Near-full']],0.9999616146087646,0.8710801393728222,0.0,1.0,0.0,7.296,0,1,1,98.40620958596146
250250,[['Near-full']],[['Near-full']],0.9998261332511902,0.8707778122094825,0.0,1.0,0.0,7.426334519572953,0,1,1,98.40503272561
736609,[['Near-full']],[['Near-full']],0.9999935626983643,0.8701787394167451,0.0,1.0,0.0,7.150990990990991,0,1,1,98.40214106771263
248536,[['Near-full']],[['Near-full']],0.9999940395355225,0.8701580415246359,0.0,1.0,0.0,7.311965811965812,0,1,1,98.40204785298599
699791,[['Near-full']],[['Near-full']],0.9999816417694092,0.8697183098591549,0.0,1.0,0.0,7.352962826647037,0,1,1,98.40009503309402
645649,[['Near-full']],[['Near-full']],0.999472439289093,0.7695396972505406,0.23053152039555003,1.0,0.0,6.980329185066238,0,1,1,98.39455791560863
245311,[['Near-full']],[['Near-full']],0.9999613761901855,0.8668082524271845,-0.20032391942504302,0.999649982499125,0.00035001750087504374,7.374868743437172,0,1,1,98.3861845720577
247430,[['Near-full']],[['Near-full']],0.9999761581420898,0.8667692307692307,0.0,0.9996450124245652,0.0003549875754348598,6.951366702165425,0,1,1,98.3859771167664
773912,[['Near-full']],[['Near-full']],0.999985933303833,0.8639200998751561,0.0,1.0,0.0,6.948699421965318,0,1,1,98.37390301945157
763120,[['Near-full']],[['Near-full']],0.9999722242355347,0.8637947418435223,0.0,1.0,0.0,7.314264759809315,0,1,1,98.37334999516585
765010,[['Near-full']],[['Near-full']],0.9999836683273315,0.8630783758262511,0.0,0.9992706053975201,0.0007293946024799417,7.202771699489424,0,1,1,98.36828475311954
763121,[['Near-full']],[['Near-full']],0.9999339580535889,0.8615774469433006,0.0,1.0,0.0,7.274264705882353,0,1,1,98.36326975111487
639561,[['Random']],[['Near-full']],0.9097921848297119,0.7123880135928329,0.2877008652657602,1.0,0.0,6.655680832610581,0,1,1,98.36265429608149
810407,[['Near-full']],[['Near-full']],0.9994955062866211,0.8609965090447477,0.0,1.0,0.0,7.507556210836712,0,1,1,98.36118017203637
728771,[['Near-full']],[['Near-full']],0.9999974966049194,0.8544998432110379,0.0,1.0,0.0,7.061284403669725,0,1,1,98.33042580263337
645755,[['Random']],[['Near-full']],0.9974815249443054,0.7417361754711153,0.2583436341161929,1.0,0.0,6.811328613077884,0,1,1,98.32421493049381
696564,[['Near-full']],[['Near-full']],0.9999346733093262,0.8498719590268886,0.0,1.0,0.0,7.303954802259887,0,1,1,98.30873555859576
675063,[['Near-full']],[['Near-full']],0.9999710321426392,0.8494972429451833,0.0,1.0,0.0,7.189767086674303,0,1,1,98.30691089793552
728367,[['Near-full']],[['Near-full']],0.9998947381973267,0.84269314303444,0.0,1.0,0.0,7.285714285714286,0,1,1,98.2744511461007
719319,[['Near-full']],[['Near-full']],0.9998594522476196,0.8426606971538215,0.0,1.0,0.0,7.145351043643264,0,1,1,98.27434308935564
645568,[['Near-full']],[['Near-full']],0.9994286894798279,0.723509422304603,0.2765760197775031,1.0,0.0,6.7677198975234845,0,1,1,98.27194667136186
5372,[['Near-full']],[['Near-full']],0.9994286894798279,0.723509422304603,0.2765760197775031,1.0,0.0,6.7677198975234845,0,1,1,98.27194667136186
762988,[['Near-full']],[['Near-full']],0.9999463558197021,0.8400380107697181,0.0,0.9996229260935143,0.0003770739064856712,7.29788838612368,0,1,1,98.2605195940725
728797,[['Near-full']],[['Near-full']],0.9999953508377075,0.8356851677641894,0.0,1.0,0.0,7.038649155722326,0,1,1,98.2401158255401
251646,[['Near-full']],[['Near-full']],0.9999130964279175,0.8329718004338394,0.0,1.0,0.0,6.991815476190476,0,1,1,98.22681099730457
252119,[['Edge-Loc']],[['Edge-Loc']],0.5451619625091553,0.47931351517008886,0.5213255599877262,1.0,0.0,6.194373401534527,0,1,1,98.22530027157254
728980,[['Near-full']],[['Near-full']],0.9999825954437256,0.8325493885230479,0.0,1.0,0.0,7.112617702448211,0,1,1,98.22461380398944
696218,[['Near-full']],[['Near-full']],0.9999405145645142,0.8293854033290653,0.0,1.0,0.0,7.254341952913933,0,1,1,98.20887579836926
696811,[['Near-full']],[['Near-full']],0.9999603033065796,0.8284250960307298,0.0,1.0,0.0,7.247295208655332,0,1,1,98.20402480282706
764596,[['Near-full']],[['Near-full']],0.9999527931213379,0.8260329294812053,0.0,0.9996239187664535,0.000376081233546446,7.295975930801053,0,1,1,98.1909454879034
171050,[['Edge-Loc']],[['Random']],0.5488702058792114,0.6885559451705451,0.0,0.9990740740740741,0.000925925925925926,6.878703703703704,0,1,1,98.14534518886312
250154,[['Near-full']],[['Near-full']],0.99983811378479,0.8165478772854045,0.0,1.0,0.0,6.810626185958254,0,1,1,98.14347470319245
754936,[['Edge-Loc']],[['Edge-Loc']],0.9981861710548401,0.6735800893426931,0.32662835249042144,1.0,0.0,6.912363808621507,0,1,1,98.13036944031299
755161,[['Random']],[['Random']],0.9261582493782043,0.6375239310784939,0.36270753512132825,1.0,0.0,7.22022022022022,0,1,1,98.13029486554213
171068,[['Edge-Loc']],[['Near-full']],0.5246257185935974,0.6777175645521198,0.0,0.9985888993414863,0.0014111006585136407,6.888993414863593,0,1,1,98.12355649772745
728622,[['Near-full']],[['Near-full']],0.9999746084213257,0.8087174662903731,0.0,1.0,0.0,6.867778208607987,0,1,1,98.10211336999154
263657,[['Random']],[['Random']],0.7097861766815186,0.7241805813234384,0.0,1.0,0.0,6.132365499573014,0,1,1,98.0934534821438
728829,[['Near-full']],[['Near-full']],0.9999827146530151,0.80620884289746,0.0,1.0,0.0,6.963827304550758,0,1,1,98.08872301422764
762928,[['Near-full']],[['Near-full']],0.999219536781311,0.8051948051948052,0.0,0.9996066089693155,0.0003933910306845004,7.0747442958300555,0,1,1,98.0833278108863
702023,[['Near-full']],[['Near-full']],0.9998946189880371,0.8050576184379001,0.0,1.0,0.0,7.175347912524851,0,1,1,98.08268733962329
243191,[['Random']],[['Random']],0.9982715845108032,0.6576886940181648,0.34241854636591473,1.0,0.0,5.711428571428572,0,1,1,98.08185829629072
700658,[['Near-full']],[['Near-full']],0.9997525811195374,0.8037772087067862,0.0,1.0,0.0,7.236160892074871,0,1,1,98.07601978965967
724094,[['Edge-Loc']],[['Edge-Loc']],0.9999996423721313,0.6561446521605884,0.3442773857011353,1.0,0.0,7.122839794488557,0,1,1,98.07518085823749
756347,[['Random']],[['Random']],0.6790887117385864,0.7098511244852709,0.0,0.999553770638108,0.0004462293618920125,6.748772869254797,0,1,1,98.06225030096442
644803,[['Donut']],[['Donut']],0.9985016584396362,0.6509113376583257,0.34919653893695923,1.0,0.0,6.7688656858092076,0,1,1,98.06058977219061
722491,[['Edge-Loc']],[['Edge-Loc']],0.6345824599266052,0.6518541219736439,0.0982663393679043,1.0,0.0,7.090738128819934,0,1,1,98.04630001065502
250192,[['Near-full']],[['Near-full']],0.999663233757019,0.796715215370313,0.0,1.0,0.0,6.84636328276935,0,1,1,98.0377374495422
171051,[['Edge-Loc']],[['Edge-Loc']],0.4746539294719696,0.6461587503984699,0.0,0.9990133201776024,0.000986679822397632,6.758756783423779,0,1,1,98.0317814423436
259176,[['Center']],[['Center']],0.5021684169769287,0.4075933479761531,0.5925925925925926,0.9846035411855273,0.015396458814472672,5.841416474210932,0,1,1,98.03080048551585
7063,[['Edge-Loc']],[['Near-full']],0.9516878724098206,0.6160024714241582,0.3841161928306551,1.0,0.0,7.200601805416249,0,1,1,98.02459363319726
646604,[['Edge-Loc']],[['Near-full']],0.9516878724098206,0.6160024714241582,0.3841161928306551,1.0,0.0,7.200601805416249,0,1,1,98.02459363319726
245631,[['Edge-Loc']],[['Edge-Loc']],0.7310610413551331,0.720253164556962,0.0,0.9938488576449912,0.006151142355008787,7.401581722319859,0,1,1,98.02110843588926
763085,[['Near-full']],[['Near-full']],0.9995388984680176,0.7931580614507444,0.0,1.0,0.0,7.130191693290735,0,1,1,98.01829272613818
803937,[['Near-full']],[['Near-full']],0.9996505975723267,0.7923821417421167,0.0,1.0,0.0,6.8810086682427105,0,1,1,98.01380516077468
745227,[['none']],[['none']],0.28948578238487244,0.2807913209955329,0.7196679438058748,1.0,0.0,4.954545454545454,0,1,1,98.01237277010011
639562,[['Random']],[['Random']],0.9692995548248291,0.620636391720729,0.3794808405438813,1.0,0.0,6.414136386261822,0,1,1,98.01136012655269
7382,[['Random']],[['Near-full']],0.9149363040924072,0.7670116023831922,0.0,1.0,0.0,6.684382665576451,0,1,1,98.00730749346914
682484,[['Near-full']],[['Near-full']],0.9998615980148315,0.7903888713246917,0.0,1.0,0.0,7.1976,0,1,1,98.00235172799728
754937,[['Near-full']],[['Near-full']],0.9999678134918213,0.7897255902999362,-0.2899106002554278,1.0,0.0,7.234747474747475,0,1,1,97.99846820693828
259172,[['Center']],[['Center']],0.9771653413772583,0.6269218700972702,0.3731952291274325,0.992992992992993,0.007007007007007007,6.962962962962963,0,1,1,97.99789834089985
641896,[['Edge-Loc']],[['Random']],0.6107972860336304,0.4358974358974359,0.5642768850432633,1.0,0.0,5.703756201275691,0,1,1,97.9939593927117
3117,[['Edge-Loc']],[['Random']],0.6107972860336304,0.4358974358974359,0.5642768850432633,1.0,0.0,5.703756201275691,0,1,1,97.9939593927117
645221,[['Edge-Loc']],[['Edge-Loc']],0.7016341090202332,0.4813098548038307,0.5188504326328801,1.0,0.0,6.224646983311938,0,1,1,97.99390637568021
171048,[['Edge-Loc']],[['Edge-Loc']],0.4378396272659302,0.6273509722664966,0.0,0.9989837398373984,0.0010162601626016261,6.698170731707317,0,1,1,97.98547475805758
762971,[['Near-full']],[['Near-full']],0.8619998693466187,0.7475451377890402,0.0,1.0,0.0,6.961864406779661,0,1,1,97.98293457414728
189980,[['Center']],[['Loc']],0.521790623664856,0.3867778807537844,0.6134116192830655,1.0,0.0,6.68370607028754,0,1,1,97.97912481866675
645245,[['Random']],[['Random']],0.8341447114944458,0.5409329626197096,0.4592088998763906,1.0,0.0,6.354083380925186,0,1,1,97.97246051812965
363779,[['Random']],[['Near-full']],0.711298942565918,0.7023959646910467,0.0,1.0,0.0,6.55834829443447,0,1,1,97.97108607228607
166752,[['Edge-Loc']],[['Edge-Loc']],0.9926833510398865,0.6197096076614149,0.38040791100123605,1.0,0.0,7.249252243270189,0,1,1,97.97080234279902
809106,[['Near-full']],[['Near-full']],0.9996402263641357,0.7845629262244266,0.0,1.0,0.0,7.409719478467009,0,1,1,97.96985712235961
248504,[['Random']],[['Near-full']],0.7077072262763977,0.6641127796506282,0.085992635777846,1.0,0.0,6.663590216889709,0,1,1,97.96879538989042
721361,[['Random']],[['Near-full']],0.5756003260612488,0.6628869138829299,-0.16308683645289968,1.0,0.0,6.695330559408229,0,1,1,97.9668890900779
166751,[['Edge-Loc']],[['Edge-Loc']],0.9940716624259949,0.6184738955823293,0.3816440049443758,1.0,0.0,7.257742257742258,0,1,1,97.96452785887507
252548,[['Edge-Loc']],[['Edge-Loc']],0.6765865087509155,0.6908855011352578,0.0,1.0,0.0,7.009389671361502,0,1,1,97.96201822980896
645257,[['Random']],[['Random']],0.8554036021232605,0.5468025949953661,0.45333745364647715,1.0,0.0,6.418079096045198,0,1,1,97.95695599026514
226266,[['Random']],[['Random']],0.997700035572052,0.6178887484197219,0.38223205817262096,1.0,0.0,6.187212276214834,0,1,1,97.95670592325224
363801,[['Random']],[['Random']],0.6859639883041382,0.6926229508196722,0.0,1.0,0.0,6.441511151570323,0,1,1,97.95663672536891
171066,[['Edge-Loc']],[['Random']],0.5637024641036987,0.657634682817979,0.0,0.998061076102763,0.0019389238972370335,6.86960736791081,0,1,1,97.95036151006445
699383,[['Near-full']],[['Near-full']],0.9996815919876099,0.7804097311139565,0.0,1.0,0.0,7.190319934372436,0,1,1,97.94604292619452
763251,[['Near-full']],[['Near-full']],0.9638685584068298,0.7694013303769401,0.0,1.0,0.0,6.806916426512968,0,1,1,97.94157462867891
749898,[['none']],[['Edge-Loc']],0.3591981828212738,0.2926646706586826,0.7078651685393258,1.0,0.0,4.7698209718670075,0,1,1,97.93809677448468
126447,[['Random']],[['Random']],0.998059093952179,0.61198640716713,0.38813349814585907,1.0,0.0,6.266532054517921,0,1,1,97.93672335539671
701148,[['Near-full']],[['Near-full']],0.9994803071022034,0.778169014084507,0.0,1.0,0.0,7.219251336898396,0,1,1,97.9334486731574
724669,[['Random']],[['Random']],0.7460039258003235,0.6714679742568189,0.07862841362381101,1.0,0.0,6.421725239616613,0,1,1,97.93008218754571
764587,[['Near-full']],[['Near-full']],0.999913215637207,0.777260018639329,0.0,1.0,0.0,6.980015987210232,0,1,1,97.92746456351087
737032,[['Near-full']],[['Near-full']],0.9997801184654236,0.7770460959548448,0.0,1.0,0.0,6.927360774818402,0,1,1,97.92644357643057
720927,[['Random']],[['Random']],0.8081337213516235,0.7220274147274466,0.0,1.0,0.0,6.5147902869757175,0,1,1,97.9249185584908
126422,[['Random']],[['Random']],0.9983248114585876,0.6073524868705592,0.3927688504326329,1.0,0.0,6.233977619532045,0,1,1,97.92093047183343
644028,[['Loc']],[['Loc']],0.47659578919410706,0.3456904541241891,0.6545117428924598,1.0,0.0,5.692582663092047,0,1,1,97.91847779720423
643169,[['none']],[['Loc']],0.2781904637813568,0.24497991967871485,0.7552533992583437,1.0,0.0,4.723833543505675,0,1,1,97.91352778833671
190005,[['Center']],[['Loc']],0.5760373473167419,0.3938832252085264,0.6063040791100124,1.0,0.0,6.6337254901960785,0,1,1,97.91334534857226
679142,[['Edge-Loc']],[['Edge-Loc']],0.999373733997345,0.6051899907321594,0.39493201483312734,1.0,0.0,7.005615109749872,0,1,1,97.91197471141953
255069,[['Near-full']],[['Near-full']],0.999630331993103,0.7744479495268138,0.0,0.9995926680244399,0.0004073319755600815,7.2985743380855395,0,1,1,97.91027769052181
728991,[['Near-full']],[['Near-full']],0.9999122619628906,0.7735967387895892,0.0,1.0,0.0,6.777462505066882,0,1,1,97.9060983853273
243309,[['Random']],[['Random']],0.9981191754341125,0.6019417475728155,0.39818295739348375,0.9994797086368367,0.0005202913631633715,5.511966701352757,0,1,1,97.90156984213763
253289,[['none']],[['Edge-Ring']],0.2423972338438034,0.2224946368372663,0.7784596501994476,1.0,0.0,4.663911845730028,0,1,1,97.89997046339714
243685,[['Near-full']],[['Near-full']],0.9998075366020203,0.7722740431006755,0.0,1.0,0.0,7.134527280299875,0,1,1,97.8985052135528
703876,[['Loc']],[['Loc']],0.5446160435676575,0.6421254801536491,0.0,1.0,0.0,6.943170488534397,0,1,1,97.89795290635433
747591,[['Random']],[['Random']],0.9986186027526855,0.6005105296745373,0.39974457215836523,1.0,0.0,6.095642933049946,0,1,1,97.89788895669578
654293,[['Edge-Loc']],[['Edge-Loc']],0.7030216455459595,0.686072692183982,0.0,1.0,0.0,6.866385372714487,0,1,1,97.89021939309934
764601,[['Near-full']],[['Near-full']],0.9994791150093079,0.7707362534948742,0.0,1.0,0.0,6.927851672712616,0,1,1,97.8899915162597
698170,[['Near-full']],[['Near-full']],0.9994500279426575,0.7704865556978233,0.0,1.0,0.0,7.17324470294973,0,1,1,97.88856491285418
