orig_idx,true_label,pred_label,conf,defect_ratio,edge_bias,cluster_score,isolated_ratio,mean_neighbors,random_like,blob_like,cluster_like,severity,sem_mandatory_random,sem_mandatory_blob,sem_mandatory_cluster,sem_reason,policy_top_percent
641621,[['Near-full']],[['Near-full']],0.9999979734420776,0.9119555143651529,0.08807169344870214,1.0,0.0,7.447831978319783,0,1,1,98.72109135598322,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
698585,[['Near-full']],[['Near-full']],0.9999953508377075,0.9494238156209988,0.0,1.0,0.0,7.579231287929872,0,1,1,98.72010277348929,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
693947,[['Near-full']],[['Near-full']],0.9999953508377075,0.9485590331577316,0.0,1.0,0.0,7.770663181966677,0,1,1,98.71699988686106,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
785955,[['Near-full']],[['Near-full']],0.9999972581863403,0.9470899470899471,0.0,1.0,0.0,7.747617482747289,0,1,1,98.71170950649815,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
3541,[['Near-full']],[['Near-full']],0.9999960660934448,0.907321594068582,0.09270704573547595,1.0,0.0,7.40347293156282,0,1,1,98.71157812005939,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
641664,[['Near-full']],[['Near-full']],0.9999960660934448,0.907321594068582,0.09270704573547595,1.0,0.0,7.40347293156282,0,1,1,98.71157812005939,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
808161,[['Near-full']],[['Near-full']],0.9999966621398926,0.9420334779913205,0.0,1.0,0.0,7.472852912142152,0,1,1,98.69334063471794,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728522,[['Near-full']],[['Near-full']],0.9999974966049194,0.9416745061147695,0.0,1.0,0.0,7.488511488511488,0,1,1,98.69202575019123,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728843,[['Near-full']],[['Near-full']],0.9999974966049194,0.9410473502665412,0.0,1.0,0.0,7.501499500166611,0,1,1,98.6897268819736,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
804485,[['Near-full']],[['Near-full']],0.9999967813491821,0.9403684046206682,0.0,1.0,0.0,7.47941567065073,0,1,1,98.68723437215155,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
250273,[['Near-full']],[['Near-full']],0.9999970197677612,0.9392624728850325,0.0,1.0,0.0,7.445727482678984,0,1,1,98.68316269876313,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728558,[['Near-full']],[['Near-full']],0.9999963045120239,0.9366572593289433,0.0,1.0,0.0,7.470371610311349,0,1,1,98.67352253852786,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
639600,[['Random']],[['Near-full']],0.6225699186325073,0.6957059005251777,0.30438813349814586,1.0,0.0,6.584369449378331,0,1,1,98.66359410950285,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728696,[['Near-full']],[['Near-full']],0.9999970197677612,0.9322671683913453,0.0,1.0,0.0,7.451732256979482,0,1,1,98.6571157444681,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728908,[['Near-full']],[['Near-full']],0.9999974966049194,0.9310128566948886,0.0,1.0,0.0,7.450993600538902,0,1,1,98.65239063148448,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
809157,[['Near-full']],[['Near-full']],0.9999923706054688,0.9299442033477991,0.0,1.0,0.0,7.539333333333333,0,1,1,98.64835777908614,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
645432,[['Random']],[['Random']],0.5664860606193542,0.6592523941921532,0.34085290482076636,1.0,0.0,6.444236176194939,0,1,1,98.64550479164687,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728823,[['Near-full']],[['Near-full']],0.9999973773956299,0.9278770774537473,0.0,1.0,0.0,7.461304494761744,0,1,1,98.64050640874441,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
676749,[['Near-full']],[['Near-full']],0.9999809265136719,0.9263704184236133,0.0,1.0,0.0,7.647058823529412,0,1,1,98.63477704047062,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
803446,[['Near-full']],[['Near-full']],0.9999908208847046,0.9244851258581236,0.0,1.0,0.0,7.5685997171145685,0,1,1,98.62754035654551,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
754944,[['Near-full']],[['Near-full']],0.9999946355819702,0.8663050414805361,0.1337803320561941,1.0,0.0,7.36353591160221,0,1,1,98.62428254589373,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
698787,[['Near-full']],[['Near-full']],0.999994158744812,0.9228553137003841,0.0,1.0,0.0,7.477627471383975,0,1,1,98.62125917825678,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728961,[['Near-full']],[['Near-full']],0.9999983310699463,0.918469739730323,0.0,1.0,0.0,7.408671901672926,0,1,1,98.60421974764118,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
251713,[['Near-full']],[['Near-full']],0.999990701675415,0.9166408428881314,0.0,1.0,0.0,7.626774847870182,0,1,1,98.59706231128801,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
248075,[['Random']],[['Near-full']],0.5373830199241638,0.622876213592233,0.3774673549954449,0.9985387238188017,0.0014612761811982464,5.9249878226984904,0,1,1,98.59469509686902,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
745371,[['Near-full']],[['Near-full']],0.9999579191207886,0.8490746649649011,0.15102171136653897,1.0,0.0,7.413754227733935,0,1,1,98.5858885182935,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728366,[['Near-full']],[['Near-full']],0.999983549118042,0.9118833385044989,0.0,1.0,0.0,7.490302824089826,0,1,1,98.57825686665893,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
347706,[['Edge-Loc']],[['Edge-Loc']],0.5004910826683044,0.5880663688576898,0.4121966794380587,1.0,0.0,7.106890938686924,0,1,1,98.56043468419206,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
763147,[['Near-full']],[['Near-full']],0.9999954700469971,0.9068736141906873,0.0,0.9996507160321342,0.00034928396786587494,7.411805798113867,0,1,1,98.55740385583942,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728673,[['Near-full']],[['Near-full']],0.9999978542327881,0.905299466917529,0.0,1.0,0.0,7.330100450294423,0,1,1,98.5517876091005,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
697603,[['Near-full']],[['Near-full']],0.9999891519546509,0.9039692701664532,0.0,1.0,0.0,7.406515580736544,0,1,1,98.54639373063014,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
711187,[['Near-full']],[['Near-full']],0.9999897480010986,0.9026888604353394,0.0,1.0,0.0,7.376595744680851,0,1,1,98.54117228951334,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
810979,[['Near-full']],[['Near-full']],0.9999954700469971,0.8997143763884481,0.0,1.0,0.0,7.352380952380952,0,1,1,98.52896489193199,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728725,[['Near-full']],[['Near-full']],0.9999974966049194,0.8971464408905613,0.0,1.0,0.0,7.338692764767564,0,1,1,98.5183473076352,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
749438,[['Near-full']],[['Near-full']],0.9997674822807312,0.8190810465858328,0.18103448275862066,1.0,0.0,7.296455005843397,0,1,1,98.51663098531877,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728933,[['Near-full']],[['Near-full']],0.999996542930603,0.8952649733458764,0.0,1.0,0.0,7.323292469352014,0,1,1,98.51052233966192,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
699669,[['Near-full']],[['Near-full']],0.9999778270721436,0.8927656850192062,0.0,1.0,0.0,7.446396557906059,0,1,1,98.50008486537341,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
247675,[['Near-full']],[['Near-full']],0.9994181394577026,0.8087649402390438,0.19146977600490944,1.0,0.0,7.446002273588481,0,1,1,98.49258067312114,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
735863,[['Near-full']],[['Near-full']],0.9999970197677612,0.8886798369394795,0.0,1.0,0.0,7.266760762173607,0,1,1,98.48280344777368,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728751,[['Near-full']],[['Near-full']],0.9999978542327881,0.8883662590153654,0.0,1.0,0.0,7.253794564066361,0,1,1,98.4814697228921,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728653,[['Near-full']],[['Near-full']],0.9999971389770508,0.8880526810912511,0.0,1.0,0.0,7.262005649717514,0,1,1,98.48013670986255,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728764,[['Near-full']],[['Near-full']],0.9999958276748657,0.8842897460018815,0.0,1.0,0.0,7.229787234042553,0,1,1,98.46404005129646,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
736049,[['Near-full']],[['Near-full']],0.9999861717224121,0.8824082784571966,0.0,1.0,0.0,7.622601279317697,0,1,1,98.45593902301935,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
698366,[['Near-full']],[['Near-full']],0.9999767541885376,0.8786811779769527,0.0,1.0,0.0,7.34207650273224,0,1,1,98.43975276761356,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
752019,[['Near-full']],[['Near-full']],0.9999549388885498,0.8752894475686405,-0.37553790135716647,1.0,0.0,7.405895691609977,0,1,1,98.4248922479984,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
983,[['Random']],[['Random']],0.5990099906921387,0.5801668211306765,0.41996291718170586,1.0,0.0,6.784877529286475,0,1,1,98.422319739307,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
698766,[['Near-full']],[['Near-full']],0.9999619722366333,0.8745198463508322,0.0,1.0,0.0,7.424597364568082,0,1,1,98.4214855330141,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728614,[['Near-full']],[['Near-full']],0.9999983310699463,0.8730009407337723,0.0,1.0,0.0,7.222701149425287,0,1,1,98.4147118058081,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
763098,[['Near-full']],[['Near-full']],0.9999616146087646,0.8710801393728222,0.0,1.0,0.0,7.296,0,1,1,98.40620958596146,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
250250,[['Near-full']],[['Near-full']],0.9998261332511902,0.8707778122094825,0.0,1.0,0.0,7.426334519572953,0,1,1,98.40503272561,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
736609,[['Near-full']],[['Near-full']],0.9999935626983643,0.8701787394167451,0.0,1.0,0.0,7.150990990990991,0,1,1,98.40214106771263,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
248536,[['Near-full']],[['Near-full']],0.9999940395355225,0.8701580415246359,0.0,1.0,0.0,7.311965811965812,0,1,1,98.40204785298599,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
699791,[['Near-full']],[['Near-full']],0.9999816417694092,0.8697183098591549,0.0,1.0,0.0,7.352962826647037,0,1,1,98.40009503309402,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
645649,[['Near-full']],[['Near-full']],0.999472439289093,0.7695396972505406,0.23053152039555003,1.0,0.0,6.980329185066238,0,1,1,98.39455791560863,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
245311,[['Near-full']],[['Near-full']],0.9999613761901855,0.8668082524271845,-0.20032391942504302,0.999649982499125,0.00035001750087504374,7.374868743437172,0,1,1,98.3861845720577,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
247430,[['Near-full']],[['Near-full']],0.9999761581420898,0.8667692307692307,0.0,0.9996450124245652,0.0003549875754348598,6.951366702165425,0,1,1,98.3859771167664,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
773912,[['Near-full']],[['Near-full']],0.999985933303833,0.8639200998751561,0.0,1.0,0.0,6.948699421965318,0,1,1,98.37390301945157,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
763120,[['Near-full']],[['Near-full']],0.9999722242355347,0.8637947418435223,0.0,1.0,0.0,7.314264759809315,0,1,1,98.37334999516585,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
765010,[['Near-full']],[['Near-full']],0.9999836683273315,0.8630783758262511,0.0,0.9992706053975201,0.0007293946024799417,7.202771699489424,0,1,1,98.36828475311954,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
763121,[['Near-full']],[['Near-full']],0.9999339580535889,0.8615774469433006,0.0,1.0,0.0,7.274264705882353,0,1,1,98.36326975111487,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
639561,[['Random']],[['Near-full']],0.9097921848297119,0.7123880135928329,0.2877008652657602,1.0,0.0,6.655680832610581,0,1,1,98.36265429608149,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
810407,[['Near-full']],[['Near-full']],0.9994955062866211,0.8609965090447477,0.0,1.0,0.0,7.507556210836712,0,1,1,98.36118017203637,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728771,[['Near-full']],[['Near-full']],0.9999974966049194,0.8544998432110379,0.0,1.0,0.0,7.061284403669725,0,1,1,98.33042580263337,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
645755,[['Random']],[['Near-full']],0.9974815249443054,0.7417361754711153,0.2583436341161929,1.0,0.0,6.811328613077884,0,1,1,98.32421493049381,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
696564,[['Near-full']],[['Near-full']],0.9999346733093262,0.8498719590268886,0.0,1.0,0.0,7.303954802259887,0,1,1,98.30873555859576,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
675063,[['Near-full']],[['Near-full']],0.9999710321426392,0.8494972429451833,0.0,1.0,0.0,7.189767086674303,0,1,1,98.30691089793552,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728367,[['Near-full']],[['Near-full']],0.9998947381973267,0.84269314303444,0.0,1.0,0.0,7.285714285714286,0,1,1,98.2744511461007,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
719319,[['Near-full']],[['Near-full']],0.9998594522476196,0.8426606971538215,0.0,1.0,0.0,7.145351043643264,0,1,1,98.27434308935564,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
645568,[['Near-full']],[['Near-full']],0.9994286894798279,0.723509422304603,0.2765760197775031,1.0,0.0,6.7677198975234845,0,1,1,98.27194667136186,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
5372,[['Near-full']],[['Near-full']],0.9994286894798279,0.723509422304603,0.2765760197775031,1.0,0.0,6.7677198975234845,0,1,1,98.27194667136186,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
762988,[['Near-full']],[['Near-full']],0.9999463558197021,0.8400380107697181,0.0,0.9996229260935143,0.0003770739064856712,7.29788838612368,0,1,1,98.2605195940725,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728797,[['Near-full']],[['Near-full']],0.9999953508377075,0.8356851677641894,0.0,1.0,0.0,7.038649155722326,0,1,1,98.2401158255401,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
251646,[['Near-full']],[['Near-full']],0.9999130964279175,0.8329718004338394,0.0,1.0,0.0,6.991815476190476,0,1,1,98.22681099730457,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
252119,[['Edge-Loc']],[['Edge-Loc']],0.5451619625091553,0.47931351517008886,0.5213255599877262,1.0,0.0,6.194373401534527,0,1,1,98.22530027157254,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728980,[['Near-full']],[['Near-full']],0.9999825954437256,0.8325493885230479,0.0,1.0,0.0,7.112617702448211,0,1,1,98.22461380398944,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
696218,[['Near-full']],[['Near-full']],0.9999405145645142,0.8293854033290653,0.0,1.0,0.0,7.254341952913933,0,1,1,98.20887579836926,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
696811,[['Near-full']],[['Near-full']],0.9999603033065796,0.8284250960307298,0.0,1.0,0.0,7.247295208655332,0,1,1,98.20402480282706,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
764596,[['Near-full']],[['Near-full']],0.9999527931213379,0.8260329294812053,0.0,0.9996239187664535,0.000376081233546446,7.295975930801053,0,1,1,98.1909454879034,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
171050,[['Edge-Loc']],[['Random']],0.5488702058792114,0.6885559451705451,0.0,0.9990740740740741,0.000925925925925926,6.878703703703704,0,1,1,98.14534518886312,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
250154,[['Near-full']],[['Near-full']],0.99983811378479,0.8165478772854045,0.0,1.0,0.0,6.810626185958254,0,1,1,98.14347470319245,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
754936,[['Edge-Loc']],[['Edge-Loc']],0.9981861710548401,0.6735800893426931,0.32662835249042144,1.0,0.0,6.912363808621507,0,1,1,98.13036944031299,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
755161,[['Random']],[['Random']],0.9261582493782043,0.6375239310784939,0.36270753512132825,1.0,0.0,7.22022022022022,0,1,1,98.13029486554213,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
171068,[['Edge-Loc']],[['Near-full']],0.5246257185935974,0.6777175645521198,0.0,0.9985888993414863,0.0014111006585136407,6.888993414863593,0,1,1,98.12355649772745,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728622,[['Near-full']],[['Near-full']],0.9999746084213257,0.8087174662903731,0.0,1.0,0.0,6.867778208607987,0,1,1,98.10211336999154,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
263657,[['Random']],[['Random']],0.7097861766815186,0.7241805813234384,0.0,1.0,0.0,6.132365499573014,0,1,1,98.0934534821438,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
728829,[['Near-full']],[['Near-full']],0.9999827146530151,0.80620884289746,0.0,1.0,0.0,6.963827304550758,0,1,1,98.08872301422764,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
762928,[['Near-full']],[['Near-full']],0.999219536781311,0.8051948051948052,0.0,0.9996066089693155,0.0003933910306845004,7.0747442958300555,0,1,1,98.0833278108863,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
702023,[['Near-full']],[['Near-full']],0.9998946189880371,0.8050576184379001,0.0,1.0,0.0,7.175347912524851,0,1,1,98.08268733962329,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
243191,[['Random']],[['Random']],0.9982715845108032,0.6576886940181648,0.34241854636591473,1.0,0.0,5.711428571428572,0,1,1,98.08185829629072,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
700658,[['Near-full']],[['Near-full']],0.9997525811195374,0.8037772087067862,0.0,1.0,0.0,7.236160892074871,0,1,1,98.07601978965967,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
724094,[['Edge-Loc']],[['Edge-Loc']],0.9999996423721313,0.6561446521605884,0.3442773857011353,1.0,0.0,7.122839794488557,0,1,1,98.07518085823749,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
756347,[['Random']],[['Random']],0.6790887117385864,0.7098511244852709,0.0,0.999553770638108,0.0004462293618920125,6.748772869254797,0,1,1,98.06225030096442,0,1,1,"mandatory_blob_like,mandatory_cluster_like",0.05
