lot_id,wafer_id,product_type,technology_node,etch_tool,litho_tool,deposition_tool,implant_tool,pressure,temperature,exposure_time,focus_offset,dose,implant_energy,tilt_angle,yield
LOT_0001,W012,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,151.6614808,65.65236184,1.442371731,0.013496158,9.82E+14,49.46533726,7.178652271,0.527344866
LOT_0001,W013,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,147.2419983,69.58788818,1.531695951,0.010874287,9.99E+14,49.20747926,7.252493639,0.735874552
LOT_0001,W014,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,152.3864813,68.60270197,1.433658412,0.030218579,1.00E+15,51.87200568,6.533704172,0.81345544
LOT_0001,W015,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,150.5511653,63.3369827,1.523105174,0.021995298,1.01E+15,50.11351735,7.793008408,0.940096967
LOT_0001,W016,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,147.3888142,64.58902272,1.547600555,0.028262751,1.01E+15,50.87675465,6.644936021,0.724747461
LOT_0001,W017,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,150.6050192,66.66390594,1.484486662,0.022620832,1.02E+15,49.18177932,6.496991309,0.678959799
LOT_0001,W018,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,148.9545375,66.9076261,1.530692067,0.027789404,1.01E+15,50.87254159,6.761309135,0.554267169
LOT_0001,W019,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,146.3638453,66.33869303,1.576636946,0.020456199,1.00E+15,50.22409248,7.048838049,0.414776704
LOT_0001,W020,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,149.9453403,67.25261825,1.427357527,0.024920032,9.81E+14,48.18986868,7.181238229,0.668261676
LOT_0001,W021,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,157.2693619,65.07092031,1.561890816,0.013027862,1.01E+15,49.54993453,6.466189785,0.747963445
LOT_0001,W022,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,151.0743073,68.40252571,1.508498645,0.026766226,1.01E+15,49.73090556,7.438912584,0.758578652
LOT_0001,W023,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,143.5994927,61.89323512,1.497222615,0.022920327,1.01E+15,48.6955305,7.183299123,0.574862076
LOT_0001,W024,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,143.3295557,64.91693435,1.5028737,0.009585988,1.01E+15,51.20463507,6.689818139,0.838292167
LOT_0001,W025,CPU,10nm,ETCH_02,LITHO_01,DEP_03,IMP_01,152.0562508,71.45776162,1.555978746,0.020360412,9.86E+14,49.24364925,6.676713558,0.693014576
LOT_0002,W001,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,149.0596541,64.26319606,1.569786597,0.014451754,9.96E+14,50.12736548,6.880753316,0.470214914
LOT_0002,W002,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,146.4621817,64.44645734,1.537769561,0.023504586,1.01E+15,48.33059472,6.668688121,0.253334921
LOT_0002,W003,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,164.9188871,62.37798878,1.49257243,0.018962699,9.93E+14,50.77163815,8.216924039,0.404225202
LOT_0002,W004,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,148.9406152,64.62478755,1.478372091,0.022972261,9.97E+14,50.8711247,7.600606961,0.281080707
LOT_0002,W005,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,155.4620541,65.79124089,1.455759203,0.022434706,1.01E+15,49.59962713,7.623663528,0.472160169
LOT_0002,W006,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,148.449918,65.06025013,1.451061814,0.018778534,1.01E+15,50.86960592,7.206717452,0.284861772
LOT_0002,W007,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,151.9026542,70.88714317,1.489857689,0.021234577,1.00E+15,50.44211667,6.430122786,0.225443776
LOT_0002,W008,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,148.8655947,63.57579125,1.417257166,0.025115853,1.02E+15,49.6642153,6.870204324,0.254304983
LOT_0002,W009,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,145.9140391,66.63333862,1.460044471,0.020177322,9.92E+14,50.14928656,7.337140234,0.353744535
LOT_0002,W010,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,140.6330488,64.91462481,1.481427957,0.013962442,1.01E+15,50.93567839,7.360836032,0.385409295
LOT_0002,W011,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,159.2319862,63.58582127,1.467138334,0.016313222,1.01E+15,49.18369459,6.123446477,0.581554708
LOT_0002,W012,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,150.7152719,66.21560354,1.41449158,0.014259073,1.00E+15,50.01843393,6.73012016,0.382139063
LOT_0002,W013,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,145.9812105,66.62059278,1.492094925,0.025032966,9.86E+14,50.19855836,7.290511005,0.586880275
LOT_0002,W014,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,154.5015494,64.44872435,1.506100491,0.033800423,1.02E+15,49.96501151,6.686516471,0.474933991
LOT_0002,W015,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,144.4032606,65.14750956,1.553228434,0.021598028,9.95E+14,51.06220985,7.316470817,0.399665361
LOT_0002,W016,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,148.4197764,65.79224155,1.476886236,0.018827519,9.91E+14,51.25575613,6.906564178,0.475452083
LOT_0002,W017,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,157.1158548,64.23313642,1.474507121,0.008576942,9.91E+14,48.241401,7.396828971,0.560564786
LOT_0002,W018,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,149.9300558,65.50107258,1.533740975,0.01538639,1.02E+15,50.28916864,6.681130008,0.415687744
LOT_0002,W019,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,147.4739463,64.19275987,1.617868818,0.025689192,1.01E+15,50.58380038,7.541804827,0.362349348
LOT_0002,W020,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,152.1189398,65.56715421,1.559419664,0.033634662,1.02E+15,50.68189149,7.291964093,0.35314958
LOT_0002,W021,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,147.7540434,66.56112421,1.481483832,0.016832205,9.98E+14,50.40041203,7.001707376,0.248425692
LOT_0002,W022,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,158.8872664,65.40940894,1.513951076,0.024039483,9.90E+14,51.07363175,7.066484837,0.291945913
LOT_0002,W023,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,144.8506531,65.24451936,1.532431817,0.025936544,9.99E+14,48.85304137,7.316633751,0.323912866
LOT_0002,W024,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,156.5864792,66.28545069,1.522837661,0.023848836,1.01E+15,50.19652117,6.955132153,0.278619948
LOT_0002,W025,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,149.6155058,65.54922191,1.491348256,0.017559202,1.00E+15,48.90637105,7.239436082,0.216119496
LOT_0003,W001,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,140.2913257,64.80564523,1.465900788,0.0159919,1.01E+15,49.42882101,7.699677718,0.400106054
LOT_0003,W002,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,151.0726668,67.20029094,1.490102344,0.027586391,9.90E+14,50.2045494,6.735350881,0.680362913
LOT_0003,W003,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,142.1570796,66.09844625,1.532359797,0.018584068,1.01E+15,50.22445182,7.841963846,0.762714799
LOT_0003,W004,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,152.5081275,63.92877944,1.516190006,0.01954255,9.78E+14,51.06240151,7.117599914,0.554256401
LOT_0003,W005,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,152.8852041,65.45364378,1.435850389,0.025981334,1.01E+15,51.50075979,6.825673933,0.509742136
LOT_0003,W006,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,150.7419256,63.9249131,1.493454201,0.015825226,1.00E+15,50.00929175,7.226267446,0.690977148
LOT_0003,W007,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,160.0701568,64.9186352,1.510871644,0.025350339,9.99E+14,52.40341559,7.100549523,0.774878453
LOT_0003,W008,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,155.5257129,64.79523991,1.517030001,0.028175908,1.01E+15,49.06627775,7.284975153,0.94378098
LOT_0003,W009,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,139.7330494,64.0220765,1.43384551,0.029210076,9.97E+14,50.98176549,5.750297143,0.40019328
LOT_0003,W010,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,149.2365716,66.08416906,1.490555166,0.023765366,1.01E+15,49.01572762,6.691276694,0.706405326
LOT_0003,W011,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,143.8298725,64.09726471,1.515989097,0.013035031,1.01E+15,50.22391413,7.062612251,0.851548203
LOT_0003,W012,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,154.5145081,64.1791037,1.590978652,0.01685903,1.01E+15,48.76217906,6.632544793,0.508042233
LOT_0003,W013,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,158.695584,68.65540163,1.472320588,0.023844915,9.90E+14,49.41831909,6.675361227,0.764902229
LOT_0003,W014,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,144.6369837,62.8330638,1.534749895,0.030732714,9.90E+14,49.31911272,7.314706792,0.553416834
LOT_0003,W015,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,151.2085846,69.93865908,1.519665892,0.021960246,1.01E+15,50.70810868,6.60700527,0.801131862
LOT_0003,W016,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,148.5757906,66.22794457,1.47807064,0.026831514,9.88E+14,49.76364526,6.823491972,0.904004222
LOT_0003,W017,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,143.9408188,63.16977267,1.484738765,0.017952439,1.00E+15,49.92950122,7.032237207,0.394165383
LOT_0003,W018,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,147.6817549,64.47813769,1.481638789,0.017466216,9.85E+14,49.27126832,7.456217625,0.555034859
LOT_0003,W019,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,154.2957758,64.1469792,1.370447885,0.018268778,1.01E+15,49.98469015,7.059790184,0.666120082
LOT_0003,W020,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,146.1258981,60.74725298,1.514244495,0.022035469,9.99E+14,49.59327692,7.460674801,0.462800775
LOT_0003,W021,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,151.1826767,64.5693569,1.509234015,0.014264369,1.01E+15,48.95308902,7.592852077,0.852457256
LOT_0003,W022,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,147.5832101,65.37718388,1.572780935,0.029996358,1.01E+15,50.3592094,6.894814921,0.61645744
LOT_0003,W023,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,154.5786861,67.02094698,1.470846128,0.020164391,1.01E+15,50.49097495,7.331440634,0.531671237
LOT_0003,W024,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,152.9722171,66.74722724,1.615020504,0.026377165,1.00E+15,50.62354886,7.450114329,0.413777147
LOT_0003,W025,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,152.4733576,62.90823388,1.522230133,0.026983157,1.01E+15,49.21510169,6.939525926,0.543961168
LOT_0004,W001,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,158.9054616,63.7981889,1.55832743,0.019135011,1.00E+15,49.70398277,6.656031306,0.149783384
LOT_0004,W002,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,148.2338598,66.69277489,1.54776526,0.022442034,9.81E+14,49.28317768,6.958659657,0.440765701
LOT_0004,W003,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,156.4932069,61.42527537,1.43733259,0.023743222,9.81E+14,50.77143899,7.085149181,0.257983372
LOT_0004,W004,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,159.361258,68.62251843,1.477145187,0.01898894,1.01E+15,50.76608028,6.949922962,0.240229738
LOT_0004,W005,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,147.8696098,65.27196092,1.505082214,0.016344868,1.01E+15,50.08733106,7.048374947,0.460324816
LOT_0004,W006,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,156.3236968,63.83081685,1.459487378,0.023002846,1.01E+15,50.4288165,7.088220778,0.386833259
LOT_0004,W007,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,146.9461995,65.44754022,1.569861321,0.022285066,9.93E+14,50.60247721,6.744781974,0.354933895
LOT_0004,W008,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,150.110814,64.93904017,1.659655378,0.023493765,9.86E+14,50.11327041,7.459614467,0.274030326
LOT_0004,W009,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,154.6690367,64.44448863,1.486722658,0.024417127,9.98E+14,50.76090474,6.418405269,0.384461557
LOT_0004,W010,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,152.6415355,64.92571147,1.5492865,0.02793693,9.96E+14,50.1943843,7.169241922,0.341704066
LOT_0004,W011,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,148.008188,67.28537708,1.527290859,0.017800596,1.01E+15,47.97032613,7.628529978,0.258192931
LOT_0004,W012,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,149.2054751,66.4733876,1.476254817,0.026356486,9.93E+14,48.99966868,7.256953925,0.224609567
LOT_0004,W013,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,141.9756072,60.74601758,1.507041421,0.027502988,9.98E+14,49.05743461,7.210842234,0.301375176
LOT_0004,W014,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,159.6909184,64.85306804,1.48253416,0.021902902,9.89E+14,48.94631758,7.475153796,0.282880629
LOT_0004,W015,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,151.8257776,66.58386107,1.532664159,0.035437672,1.01E+15,49.64798693,7.115004762,0.291289966
LOT_0004,W016,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,149.6205709,65.54640961,1.527574269,0.022218012,9.87E+14,49.25752941,6.694115455,0.284074663
LOT_0004,W017,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,155.9223979,64.14493981,1.524007307,0.035654336,9.91E+14,49.80566845,7.134330713,0.346687801
LOT_0004,W018,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,153.0436251,62.1376186,1.544751916,0.019584695,9.91E+14,49.73146935,5.924092299,0.372205431
LOT_0004,W019,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,156.3808755,61.83203294,1.510336202,0.025794693,9.83E+14,49.25521579,6.677215286,0.332638768
LOT_0004,W020,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,155.0957709,67.30116464,1.46646899,0.028962327,1.01E+15,49.86569126,7.39674436,0.547793493
LOT_0004,W021,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,145.6779787,64.43968673,1.502478926,0.021193279,1.01E+15,49.28624614,6.408296906,0.470421214
LOT_0004,W022,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,149.951951,65.12327408,1.481499449,0.02070602,9.97E+14,50.6969544,7.586562319,0.42468128
LOT_0004,W023,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,149.4042199,67.75544175,1.4468299,0.017632952,1.01E+15,50.49395187,6.087637977,0.277611824
LOT_0004,W024,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,149.9702582,70.58868669,1.424851484,0.023268698,9.96E+14,50.30805054,7.134563471,0.370675177
LOT_0004,W025,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,143.2597181,63.61451482,1.531989367,0.018373655,1.01E+15,49.73028147,6.831551087,0.296112286
LOT_0005,W001,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,151.473681,65.26258249,1.480574077,0.027620564,9.86E+14,49.02834327,6.686641388,0.404287088
LOT_0005,W002,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,153.9855143,67.66490765,1.529225161,0.02424828,9.84E+14,49.97597214,6.183720799,0.322490218
LOT_0005,W003,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,146.4145568,66.61849134,1.546878507,0.013962201,9.98E+14,50.82947484,6.867742579,0.554566833
LOT_0005,W004,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,144.9732334,66.86436522,1.542168631,0.024797245,9.93E+14,50.0652682,7.444958166,0.405067969
LOT_0005,W005,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,151.2759534,66.95019653,1.456643489,0.018709418,1.01E+15,49.52377913,7.131280665,0.41037242
LOT_0005,W006,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,153.1112184,63.66719203,1.509575347,0.022341853,9.96E+14,49.71531696,7.069888485,0.240091607
LOT_0005,W007,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,157.7623377,65.95348953,1.515023718,0.025111036,9.89E+14,50.67048062,6.223120617,0.452304824
LOT_0005,W008,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,146.1075858,62.47492847,1.412807594,0.022595092,1.01E+15,47.3611915,5.795055916,0.427834257
LOT_0005,W009,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,150.5980833,66.64572247,1.529590707,0.020229796,9.85E+14,48.76089292,7.082380421,0.37395922
LOT_0005,W010,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,147.0247817,65.21766105,1.526854542,0.022258132,1.00E+15,49.40219161,6.502909954,0.330895129
LOT_0005,W011,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,152.8317919,67.27466903,1.496202449,0.020400762,1.00E+15,48.39233897,8.01180311,0.264011839
LOT_0005,W012,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,152.7393087,66.0421881,1.502398072,0.023659219,1.00E+15,50.15705458,7.020689526,0.4086991
LOT_0005,W013,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,152.8620314,68.26823206,1.517780667,0.02043471,9.95E+14,50.88233306,6.764978926,0.456671877
LOT_0005,W014,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,143.7794276,62.09347907,1.512375596,0.022752027,1.00E+15,49.40773347,6.210192246,0.221392718
LOT_0005,W015,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,153.9315923,65.51178891,1.529220649,0.031882203,9.87E+14,49.10121595,6.905439805,0.278741229
LOT_0005,W016,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,150.5557078,66.71928258,1.563281477,0.02015602,9.90E+14,50.74059087,7.211327533,0.284392267
LOT_0005,W017,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,145.0708744,66.65874657,1.442560298,0.025331563,9.90E+14,51.1941094,6.767797869,0.425090923
LOT_0005,W018,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,152.9015233,64.1612326,1.528424011,0.022526547,1.00E+15,50.80336505,6.521911558,0.691292669
LOT_0005,W019,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,147.4137341,64.18339649,1.444992288,0.024197506,1.01E+15,49.99440398,6.454149562,0.326111401
LOT_0005,W020,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,159.5961159,65.37987279,1.488102823,0.02334512,9.89E+14,49.72012691,6.493952557,0.323547034
LOT_0005,W021,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,143.7366486,62.25528163,1.555634419,0.018853683,1.01E+15,48.88347556,6.922050911,0.338639096
LOT_0005,W022,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,147.9646219,61.9630969,1.433584252,0.022387369,9.89E+14,51.70152107,6.169378419,0.26114023
LOT_0005,W023,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,149.1417244,68.64690418,1.567023053,0.015502094,1.02E+15,50.81877764,6.438727597,0.439099796
LOT_0005,W024,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,146.1771714,68.69077692,1.502188988,0.020720794,9.96E+14,50.49748526,7.210226239,0.234737002
LOT_0005,W025,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,157.4072704,62.71547461,1.53448539,0.019485126,9.93E+14,49.21623433,6.541904042,0.468935808
LOT_0006,W001,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,143.9979022,66.01354956,1.570851021,0.025406698,1.00E+15,49.38044432,7.383233684,0.293322361
LOT_0006,W002,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,159.5968895,69.58503071,1.461667171,0.019252214,9.81E+14,50.02538842,6.993081127,0.430396766
LOT_0006,W003,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,147.5282101,66.25995892,1.449609305,0.016414629,1.01E+15,50.5328333,6.766598441,0.515256009
LOT_0006,W004,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,149.4323516,67.443603,1.524134394,0.024100472,9.91E+14,50.47363208,7.277756323,0.270093913
LOT_0006,W005,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,149.5949018,66.44993223,1.461017186,0.020560535,9.99E+14,50.5998593,6.703536733,0.442453861
LOT_0006,W006,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,153.6731454,60.32850452,1.500168775,0.023639106,1.00E+15,49.07457537,6.552326839,0.420645974
LOT_0006,W007,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,150.7714988,64.0700161,1.601431446,0.026792383,1.00E+15,50.13202092,7.169173333,0.37854774
LOT_0006,W008,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,148.7134917,65.51435324,1.502901137,0.026242154,9.95E+14,51.20007896,6.061723647,0.396373765
LOT_0006,W009,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,149.9552292,69.82027116,1.513426699,0.029565046,9.89E+14,50.62407142,7.028645177,0.393213617
LOT_0006,W010,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,156.3577158,65.98127118,1.547065529,0.01683738,9.93E+14,49.15236607,6.455183481,0.431520252
LOT_0006,W011,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,155.6330275,63.40289832,1.50491551,0.02173586,9.90E+14,49.39043217,7.350593163,0.354903591
LOT_0006,W012,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,143.1759861,65.7906884,1.486827589,0.025395714,1.00E+15,50.33505803,7.234633795,0.500137601
LOT_0006,W013,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,141.9398055,66.88106718,1.439934833,0.025459406,1.01E+15,52.02004911,7.165286696,0.29691823
LOT_0006,W014,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,140.4998675,66.85101603,1.544261574,0.01903822,1.01E+15,48.94109241,7.981293595,0.353266519
LOT_0006,W015,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,155.762992,66.54738627,1.52615395,0.028654336,9.89E+14,53.06194697,6.843728631,0.403924211
LOT_0006,W016,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,154.1135561,66.85905917,1.459784212,0.026476777,1.00E+15,49.96638744,6.741785178,0.254943474
LOT_0006,W017,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,142.4889337,64.67436863,1.469365268,0.027259475,1.01E+15,49.41985635,6.430716313,0.37637966
LOT_0006,W018,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,152.5055367,65.96766903,1.634651683,0.023749,9.92E+14,49.91940025,7.457695138,0.347273452
LOT_0006,W019,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,157.119266,65.87364366,1.440781991,0.019503079,9.96E+14,48.53107654,7.517912619,0.593312454
LOT_0006,W020,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,150.2047739,66.19124898,1.424167873,0.029384672,9.92E+14,49.41113317,6.69606237,0.39400069
LOT_0006,W021,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,153.007803,66.53663117,1.525999954,0.017110814,1.00E+15,50.53891919,7.187608479,0.245345166
LOT_0006,W022,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,147.6611022,66.18438546,1.490633549,0.010808844,9.95E+14,47.25249516,6.736876072,0.234735191
LOT_0006,W023,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,151.2816814,64.57570854,1.559981904,0.020906728,9.92E+14,49.10650677,6.726870481,0.361593746
