lot_id,wafer_id,product_type,technology_node,etch_tool,litho_tool,deposition_tool,implant_tool,pressure,temperature,exposure_time,focus_offset,dose,implant_energy,tilt_angle,critical_dimension,oxide_thickness,thickness_uniformity,etch_rate,deposition_rate,yield
LOT_0002,W008,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,148.8655947,63.57579125,1.417257166,0.025115853,1020000000000000.0,49.6642153,6.870204324,24.99371409,59.26277081,1.280984246,3.527359368,1.85100391,0.254304983
LOT_0002,W009,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,145.9140391,66.63333862,1.460044471,0.020177322,992000000000000.0,50.14928656,7.337140234,27.77031196,60.46510987,1.404486757,3.630125202,1.995825598,0.353744535
LOT_0002,W010,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,140.6330488,64.91462481,1.481427957,0.013962442,1010000000000000.0,50.93567839,7.360836032,25.74189646,58.4264392,1.890454089,3.639686815,1.868942415,0.385409295
LOT_0002,W011,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,159.2319862,63.58582127,1.467138334,0.016313222,1010000000000000.0,49.18369459,6.123446477,29.51270314,55.76092696,1.291699754,3.575541065,2.156468693,0.581554708
LOT_0002,W012,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,150.7152719,66.21560354,1.41449158,0.014259073,1000000000000000.0,50.01843393,6.73012016,26.44339055,60.58753577,1.503203333,3.510911023,1.997086544,0.382139063
LOT_0002,W013,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,145.9812105,66.62059278,1.492094925,0.025032966,986000000000000.0,50.19855836,7.290511005,24.95196952,57.60468286,1.470397383,3.618615279,1.743027859,0.586880275
LOT_0002,W014,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,154.5015494,64.44872435,1.506100491,0.033800423,1020000000000000.0,49.96501151,6.686516471,31.62489712,62.12325581,1.399364715,3.471331378,2.094927333,0.474933991
LOT_0002,W015,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,144.4032606,65.14750956,1.553228434,0.021598028,995000000000000.0,51.06220985,7.316470817,24.94689628,59.82628528,1.797253723,3.520198509,2.041866196,0.399665361
LOT_0002,W016,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,148.4197764,65.79224155,1.476886236,0.018827519,991000000000000.0,51.25575613,6.906564178,27.12053788,64.34093365,1.444250276,3.615062704,2.002213377,0.475452083
LOT_0002,W017,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,157.1158548,64.23313642,1.474507121,0.008576942,991000000000000.0,48.241401,7.396828971,27.39927902,57.58563925,1.203635935,3.62523843,2.011386196,0.560564786
LOT_0002,W018,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,149.9300558,65.50107258,1.533740975,0.01538639,1020000000000000.0,50.28916864,6.681130008,26.93800609,58.13057842,1.638490253,3.618745792,1.996645221,0.415687744
LOT_0002,W021,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,147.7540434,66.56112421,1.481483832,0.016832205,998000000000000.0,50.40041203,7.001707376,29.63550539,55.53182082,1.623650511,3.633543647,2.029495552,0.248425692
LOT_0002,W022,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,158.8872664,65.40940894,1.513951076,0.024039483,990000000000000.0,51.07363175,7.066484837,26.59975837,63.58513989,1.578817999,3.559950695,1.935356639,0.291945913
LOT_0002,W023,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,144.8506531,65.24451936,1.532431817,0.025936544,999000000000000.0,48.85304137,7.316633751,25.54548044,64.98041086,1.495517444,3.690492566,2.111054382,0.323912866
LOT_0002,W024,FPGA,22nm,ETCH_02,LITHO_04,DEP_03,IMP_02,156.5864792,66.28545069,1.522837661,0.023848836,1010000000000000.0,50.19652117,6.955132153,30.88023443,57.97082309,1.805830506,3.533427906,2.044272276,0.278619948
LOT_0003,W001,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,140.2913257,64.80564523,1.465900788,0.0159919,1010000000000000.0,49.42882101,7.699677718,23.38695052,55.14907592,1.648168572,3.536670625,2.169768653,0.400106054
LOT_0003,W003,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,142.1570796,66.09844625,1.532359797,0.018584068,1010000000000000.0,50.22445182,7.841963846,21.31167361,57.69670208,1.227125024,3.499409877,1.867423434,0.762714799
LOT_0003,W004,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,152.5081275,63.92877944,1.516190006,0.01954255,978000000000000.0,51.06240151,7.117599914,20.26664793,55.79805836,1.48865392,3.630407308,1.984957715,0.554256401
LOT_0003,W006,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,150.7419256,63.9249131,1.493454201,0.015825226,1000000000000000.0,50.00929175,7.226267446,21.79963024,57.71466585,1.402247293,3.504292012,2.034839029,0.690977148
LOT_0003,W008,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,155.5257129,64.79523991,1.517030001,0.028175908,1010000000000000.0,49.06627775,7.284975153,23.08219941,56.58849233,1.183042921,3.459657932,2.025555063,0.94378098
LOT_0003,W010,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,149.2365716,66.08416906,1.490555166,0.023765366,1010000000000000.0,49.01572762,6.691276694,19.13184526,55.99209666,1.345885477,3.588273245,1.894965182,0.706405326
LOT_0003,W011,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,143.8298725,64.09726471,1.515989097,0.013035031,1010000000000000.0,50.22391413,7.062612251,21.35589169,55.30574376,1.630497991,3.52843004,1.98803622,0.851548203
LOT_0003,W012,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,154.5145081,64.1791037,1.590978652,0.01685903,1010000000000000.0,48.76217906,6.632544793,21.46883854,56.13384458,1.964539126,3.464567584,1.911798236,0.508042233
LOT_0003,W013,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,158.695584,68.65540163,1.472320588,0.023844915,990000000000000.0,49.41831909,6.675361227,20.1640896,55.08520867,1.479283928,3.455706035,1.952087226,0.764902229
LOT_0003,W015,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,151.2085846,69.93865908,1.519665892,0.021960246,1010000000000000.0,50.70810868,6.60700527,20.00315057,50.40948657,1.489506033,3.617047816,2.00335409,0.801131862
LOT_0003,W016,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,148.5757906,66.22794457,1.47807064,0.026831514,988000000000000.0,49.76364526,6.823491972,20.44513613,58.28267129,1.418575388,3.587079262,2.049959411,0.904004222
LOT_0003,W017,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,143.9408188,63.16977267,1.484738765,0.017952439,1000000000000000.0,49.92950122,7.032237207,19.03680015,52.65166152,1.625938551,3.52082821,1.995664992,0.394165383
LOT_0003,W018,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,147.6817549,64.47813769,1.481638789,0.017466216,985000000000000.0,49.27126832,7.456217625,22.74929048,60.72170517,1.523137343,3.639258091,1.927207151,0.555034859
LOT_0003,W019,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,154.2957758,64.1469792,1.370447885,0.018268778,1010000000000000.0,49.98469015,7.059790184,20.54039659,57.99142875,1.556671984,3.563317018,1.842108843,0.666120082
LOT_0003,W020,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,146.1258981,60.74725298,1.514244495,0.022035469,999000000000000.0,49.59327692,7.460674801,24.11585201,58.03619783,1.200172703,3.656936678,1.877917763,0.462800775
LOT_0003,W022,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,147.5832101,65.37718388,1.572780935,0.029996358,1010000000000000.0,50.3592094,6.894814921,21.10783562,51.79675582,1.349252693,3.564498401,2.049342917,0.61645744
LOT_0003,W023,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,154.5786861,67.02094698,1.470846128,0.020164391,1010000000000000.0,50.49097495,7.331440634,23.76021079,55.4525539,1.841469115,3.544592536,1.965130887,0.531671237
LOT_0003,W024,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,152.9722171,66.74722724,1.615020504,0.026377165,1000000000000000.0,50.62354886,7.450114329,21.06643271,56.19522499,1.882275006,3.566909122,1.99784294,0.413777147
LOT_0003,W025,CPU,10nm,ETCH_04,LITHO_03,DEP_02,IMP_01,152.4733576,62.90823388,1.522230133,0.026983157,1010000000000000.0,49.21510169,6.939525926,22.62929867,52.78126956,1.522937639,3.65359236,1.976598283,0.543961168
LOT_0004,W001,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,158.9054616,63.7981889,1.55832743,0.019135011,1000000000000000.0,49.70398277,6.656031306,31.72263119,65.65984394,1.982850305,3.594607267,1.896423786,0.149783384
LOT_0004,W003,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,156.4932069,61.42527537,1.43733259,0.023743222,981000000000000.0,50.77143899,7.085149181,30.06592789,59.41516437,1.434444627,3.443244861,1.862552947,0.257983372
LOT_0004,W005,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,147.8696098,65.27196092,1.505082214,0.016344868,1010000000000000.0,50.08733106,7.048374947,27.78090142,58.18796318,1.589415476,3.498310112,1.877335927,0.460324816
LOT_0004,W006,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,156.3236968,63.83081685,1.459487378,0.023002846,1010000000000000.0,50.4288165,7.088220778,27.26594432,57.51722934,1.55233597,3.390789455,1.878417818,0.386833259
LOT_0004,W008,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,150.110814,64.93904017,1.659655378,0.023493765,986000000000000.0,50.11327041,7.459614467,26.66371183,65.61989333,1.769689142,3.590648782,1.93736424,0.274030326
LOT_0004,W009,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,154.6690367,64.44448863,1.486722658,0.024417127,998000000000000.0,50.76090474,6.418405269,26.52839217,60.61101625,1.599596447,3.452291468,1.928428293,0.384461557
LOT_0004,W010,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,152.6415355,64.92571147,1.5492865,0.02793693,996000000000000.0,50.1943843,7.169241922,27.40919718,60.50538293,1.605159263,3.435008518,2.037963317,0.341704066
LOT_0004,W011,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,148.008188,67.28537708,1.527290859,0.017800596,1010000000000000.0,47.97032613,7.628529978,24.96310211,63.7315588,1.407457246,3.471374241,1.938929134,0.258192931
LOT_0004,W013,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,141.9756072,60.74601758,1.507041421,0.027502988,998000000000000.0,49.05743461,7.210842234,27.12955553,62.25176056,1.502493176,3.671990555,1.973655394,0.301375176
LOT_0004,W014,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,159.6909184,64.85306804,1.48253416,0.021902902,989000000000000.0,48.94631758,7.475153796,31.42122675,59.68665234,1.216737878,3.549382985,2.05999419,0.282880629
LOT_0004,W015,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,151.8257776,66.58386107,1.532664159,0.035437672,1010000000000000.0,49.64798693,7.115004762,32.2104048,56.66083672,1.83481121,3.539069519,1.911206613,0.291289966
LOT_0004,W016,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,149.6205709,65.54640961,1.527574269,0.022218012,987000000000000.0,49.25752941,6.694115455,27.92592641,58.71209333,1.578921491,3.693675417,1.917735064,0.284074663
LOT_0004,W017,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,155.9223979,64.14493981,1.524007307,0.035654336,991000000000000.0,49.80566845,7.134330713,28.20708828,53.51334234,1.38416967,3.40339588,1.961951021,0.346687801
LOT_0004,W018,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,153.0436251,62.1376186,1.544751916,0.019584695,991000000000000.0,49.73146935,5.924092299,26.56169336,59.36660928,1.719367863,3.541370132,2.141222063,0.372205431
LOT_0004,W019,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,156.3808755,61.83203294,1.510336202,0.025794693,983000000000000.0,49.25521579,6.677215286,33.35621975,58.54304647,1.551670201,3.555355252,2.043659633,0.332638768
LOT_0004,W020,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,155.0957709,67.30116464,1.46646899,0.028962327,1010000000000000.0,49.86569126,7.39674436,24.50293605,63.91302073,1.592064368,3.424509053,2.008869363,0.547793493
LOT_0004,W021,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,145.6779787,64.43968673,1.502478926,0.021193279,1010000000000000.0,49.28624614,6.408296906,24.74221963,63.81746234,1.509878816,3.502806318,2.101331641,0.470421214
LOT_0004,W022,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,149.951951,65.12327408,1.481499449,0.02070602,997000000000000.0,50.6969544,7.586562319,28.73928438,59.67809357,1.480903936,3.485089129,2.036091945,0.42468128
LOT_0004,W023,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,149.4042199,67.75544175,1.4468299,0.017632952,1010000000000000.0,50.49395187,6.087637977,27.65627403,56.67550641,1.552223122,3.698504012,1.893496077,0.277611824
LOT_0004,W024,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,149.9702582,70.58868669,1.424851484,0.023268698,996000000000000.0,50.30805054,7.134563471,27.31361545,61.86471567,1.559596631,3.482775163,2.088578632,0.370675177
LOT_0004,W025,GPU,14nm,ETCH_01,LITHO_01,DEP_02,IMP_01,143.2597181,63.61451482,1.531989367,0.018373655,1010000000000000.0,49.73028147,6.831551087,28.82939706,64.47575894,2.083189314,3.515888502,1.738025475,0.296112286
LOT_0005,W001,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,151.473681,65.26258249,1.480574077,0.027620564,986000000000000.0,49.02834327,6.686641388,29.72478694,62.85937514,1.601410457,3.572472062,1.912712233,0.404287088
LOT_0005,W003,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,146.4145568,66.61849134,1.546878507,0.013962201,998000000000000.0,50.82947484,6.867742579,23.99227527,61.90625409,1.33201938,3.520096438,1.913085765,0.554566833
LOT_0005,W004,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,144.9732334,66.86436522,1.542168631,0.024797245,993000000000000.0,50.0652682,7.444958166,24.33331767,59.9157484,1.288874904,3.619115708,2.126970878,0.405067969
LOT_0005,W005,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,151.2759534,66.95019653,1.456643489,0.018709418,1010000000000000.0,49.52377913,7.131280665,28.38717982,62.55269389,1.356148428,3.493768423,1.855412908,0.41037242
LOT_0005,W006,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,153.1112184,63.66719203,1.509575347,0.022341853,996000000000000.0,49.71531696,7.069888485,28.81585004,59.62507264,1.560660589,3.509257667,2.095848454,0.240091607
LOT_0005,W007,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,157.7623377,65.95348953,1.515023718,0.025111036,989000000000000.0,50.67048062,6.223120617,29.63577932,61.12922858,1.504847143,3.483740127,2.093911179,0.452304824
LOT_0005,W009,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,150.5980833,66.64572247,1.529590707,0.020229796,985000000000000.0,48.76089292,7.082380421,28.1017754,60.52002499,1.82980403,3.555078059,2.00018563,0.37395922
LOT_0005,W011,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,152.8317919,67.27466903,1.496202449,0.020400762,1000000000000000.0,48.39233897,8.01180311,28.01359969,59.42988289,1.937907744,3.501278411,1.90648571,0.264011839
LOT_0005,W012,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,152.7393087,66.0421881,1.502398072,0.023659219,1000000000000000.0,50.15705458,7.020689526,29.09741654,58.25656186,1.376672026,3.498667814,1.828263705,0.4086991
LOT_0005,W013,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,152.8620314,68.26823206,1.517780667,0.02043471,995000000000000.0,50.88233306,6.764978926,28.53175646,58.68984079,1.640903065,3.44348509,1.864959227,0.456671877
LOT_0005,W015,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,153.9315923,65.51178891,1.529220649,0.031882203,987000000000000.0,49.10121595,6.905439805,29.84330022,59.61735264,1.540871188,3.487437095,2.151721257,0.278741229
LOT_0005,W016,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,150.5557078,66.71928258,1.563281477,0.02015602,990000000000000.0,50.74059087,7.211327533,28.21894121,63.15758682,1.727409458,3.486339057,2.085772765,0.284392267
LOT_0005,W017,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,145.0708744,66.65874657,1.442560298,0.025331563,990000000000000.0,51.1941094,6.767797869,28.92412179,62.35017153,1.38448707,3.433020325,1.817419327,0.425090923
LOT_0005,W018,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,152.9015233,64.1612326,1.528424011,0.022526547,1000000000000000.0,50.80336505,6.521911558,23.38163254,60.47116082,1.714078678,3.455338742,2.069293485,0.691292669
LOT_0005,W019,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,147.4137341,64.18339649,1.444992288,0.024197506,1010000000000000.0,49.99440398,6.454149562,27.2258006,62.08661327,1.854898487,3.58711524,2.035777287,0.326111401
LOT_0005,W020,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,159.5961159,65.37987279,1.488102823,0.02334512,989000000000000.0,49.72012691,6.493952557,28.75314803,62.42957352,1.320721662,3.566016401,2.128675807,0.323547034
LOT_0005,W021,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,143.7366486,62.25528163,1.555634419,0.018853683,1010000000000000.0,48.88347556,6.922050911,26.90342541,60.48005468,1.178528408,3.437650279,1.936419854,0.338639096
LOT_0005,W022,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,147.9646219,61.9630969,1.433584252,0.022387369,989000000000000.0,51.70152107,6.169378419,26.34296913,58.01164656,1.391448539,3.540822441,1.928663919,0.26114023
LOT_0005,W023,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,149.1417244,68.64690418,1.567023053,0.015502094,1020000000000000.0,50.81877764,6.438727597,26.16499436,63.0529844,1.290347342,3.476265593,2.071139655,0.439099796
LOT_0005,W025,Memory,14nm,ETCH_05,LITHO_03,DEP_01,IMP_03,157.4072704,62.71547461,1.53448539,0.019485126,993000000000000.0,49.21623433,6.541904042,26.33635558,59.79846513,1.47311844,3.659966712,2.019422413,0.468935808
LOT_0006,W001,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,143.9979022,66.01354956,1.570851021,0.025406698,1000000000000000.0,49.38044432,7.383233684,24.56441181,60.85460593,1.502991855,3.577760182,2.15119372,0.293322361
LOT_0006,W002,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,159.5968895,69.58503071,1.461667171,0.019252214,981000000000000.0,50.02538842,6.993081127,26.62054445,58.52063153,1.530917756,3.491531134,1.941286935,0.430396766
LOT_0006,W003,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,147.5282101,66.25995892,1.449609305,0.016414629,1010000000000000.0,50.5328333,6.766598441,26.6638587,63.01660568,1.111039459,3.567204104,1.814024441,0.515256009
LOT_0006,W005,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,149.5949018,66.44993223,1.461017186,0.020560535,999000000000000.0,50.5998593,6.703536733,26.52602764,57.90453361,1.256475213,3.544394729,1.827278008,0.442453861
LOT_0006,W006,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,153.6731454,60.32850452,1.500168775,0.023639106,1000000000000000.0,49.07457537,6.552326839,27.18379832,57.01255382,1.557137432,3.470536581,1.878610405,0.420645974
LOT_0006,W007,ASIC,28nm,ETCH_01,LITHO_04,DEP_01,IMP_03,150.7714988,64.0700161,1.601431446,0.026792383,1000000000000000.0,50.13202092,7.169173333,23.82836828,59.43939121,1.788899615,3.535983631,2.063823688,0.37854774
